Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Regular,FDU58,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0,6.610000134,186.4898071,5
Regular,FDU46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.011148865,10.30000019,84.85399628,5
Regular,FDY34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.01100413,10.5,167.1842041,5
Regular,FDO09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.125528738,13.5,262.1910095,5
Regular,FDP48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.044272225,7.519999981,181.3950043,5
Regular,FDI12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.100966834,9.395000458,86.88559723,5
Regular,FDY12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.141406387,9.800000191,50.00080109,5
Regular,FDX48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.038102202,17.75,154.0655975,5
Regular,FDV60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.118025094,20.20000076,195.8110046,5
Regular,FDQ47,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.169137701,7.15500021,35.28739929,5
Regular,FDZ13,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.154363215,7.840000153,50.83499908,5
Regular,FDM04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.047387145,9.194999695,50.86660004,5
Regular,FDS04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.147492528,10.19499969,141.5838013,5
Regular,FDV28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0,16.10000038,35.15579987,5
Regular,FDU19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047036037,8.770000458,170.5422058,5
Regular,FDE56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.1600959,17.25,61.51940155,5
Regular,FDI07,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.033951826,12.35000038,197.2425995,5
Regular,FDU15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,13.64999962,36.65319824,5
Regular,FDU27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.172446817,18.60000038,47.13759995,5
Regular,FDN39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.065890998,19.35000038,167.081604,5
Regular,FDV10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.067083366,7.644999981,44.01119995,5
Regular,FDO45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.038167454,13.14999962,89.48560333,5
Regular,FDB23,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.005620213,19.20000076,226.6062012,5
Low Fat,NCY41,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.076164015,16.75,34.05319977,5
Regular,FDW31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.043402225,11.35000038,197.0742035,5
Regular,FDR55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.132830665,12.14999962,190.6871948,5
Regular,FDX10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.124410287,6.385000229,34.38740158,5
Low Fat,DRF49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071064502,7.269999981,114.4517975,5
Low Fat,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047178116,9.800000191,99.4016037,5
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.130390465,14.30000019,77.23280334,5
Low Fat,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.095140085,15.10000038,159.9604034,5
Low Fat,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055347987,18.85000038,131.5283966,5
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06068825,20.35000038,234.2615967,5
Low Fat,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092576146,4.784999847,121.0098038,5
Low Fat,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.151376963,7,108.2279968,5
Low Fat,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031938829,7.65500021,114.1492004,5
Low Fat,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028357839,7.960000038,163.2893982,5
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042641789,18.85000038,257.8330078,5
Low Fat,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.16977635,20.70000076,184.4266052,5
Low Fat,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.127517611,14.30000019,86.0223999,5
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036346223,20.5,72.96959686,5
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.038721733,8.18500042,115.8807983,5
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087436669,12.60000038,109.9227982,5
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048009083,10.5,157.0946045,5
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092865743,5.320000172,100.6673965,5
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041729733,12.35000038,36.32160187,5
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.089761212,14.5,159.4604034,5
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016104504,18.85000038,130.2626038,5
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029638266,9.600000381,42.60860062,5
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055829495,15.10000038,140.2496033,5
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033592686,15.19999981,108.1912003,5
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0,18.75,213.3217926,5
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.177236497,19.10000038,172.3421936,5
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013363902,16.35000038,106.1279984,5
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039484739,8.395000458,97.90419769,5
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107870996,9.194999695,181.2633972,5
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054046705,20.35000038,119.5466003,5
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049295686,21,194.4477997,5
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159304336,9.395000458,226.1719971,5
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.037225071,15.69999981,182.4633942,5
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121563382,6.715000153,43.74539948,5
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024891881,10.30000019,170.9421997,5
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058719724,11.64999962,171.1421967,5
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072141819,8.710000038,183.392395,5
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.114543431,15.69999981,113.7201996,5
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018019661,19.75,181.5659943,5
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018926773,15.69999981,60.25360107,5
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059790093,20.20000076,127.4677963,5
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024536636,5.630000114,106.1306,5
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.022054553,9.5,195.4452057,5
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008734284,15.69999981,207.897995,5
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.005962753,5.340000153,102.4357986,5
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10527616,15.60000038,173.2763977,5
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.220111117,11.64999962,153.0023956,5
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.025288019,5.480000019,83.32499695,5
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.044991877,10.89500046,107.2279968,5
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.178622916,9.800000191,177.9369965,5
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.113953561,16.35000038,198.2425995,5
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.117580064,8.010000229,36.65319824,5
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.19572112,10.30000019,156.4629974,5
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.032606181,14.80000019,193.5794067,5
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.201687723,8.390000343,162.886795,5
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.211306676,17,125.1362,5
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.135647923,14.80000019,190.8845978,5
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.063081712,15.60000038,125.770401,5
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.016804723,17.60000038,163.4552002,5
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.175545886,17.60000038,163.6867981,5
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.105265476,12.64999962,159.9577942,5
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.051544659,13.85000038,142.5153961,5
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.024425739,18.70000076,52.93239975,5
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.191603333,5.425000191,87.05139923,5
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.214681059,14.5,102.7332001,5
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.190569043,12.80000019,138.7837982,5
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.076097034,18.5,145.8101959,5
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.143670186,15.5,48.46920013,5
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.267565906,16.85000038,194.1477966,5
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.238831878,18,88.25140381,5
Low Fat,FDW23,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.081944048,5.764999866,36.71640015,5
Low Fat,FDW59,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.020698674,13.14999962,86.3565979,5
Low Fat,DRF27,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.028393624,8.930000305,153.4340057,5
Low Fat,FDB15,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.13669689,10.89500046,264.5567932,5
Low Fat,FDG16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.089742064,15.25,213.7191925,5
Low Fat,FDJ04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.124348484,18,118.3124008,5
Low Fat,FDJ32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.05774425,10.69499969,61.25360107,5
Low Fat,FDM56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.070133179,16.70000076,109.8911972,5
Low Fat,FDB45,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.021312043,20.85000038,104.930603,5
Low Fat,DRJ23,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.041634206,18.35000038,188.1871948,5
Low Fat,NCN06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.120396994,8.390000343,163.4868011,5
Low Fat,NCF43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.051902682,8.510000229,142.246994,5
Low Fat,NCG07,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.052458357,12.30000019,188.753006,5
Low Fat,NCB55,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.160529315,15.69999981,59.25619888,5
Low Fat,NCN30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.016979063,16.35000038,97.44100189,5
Low Fat,FDF22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.056783389,6.864999771,214.5218048,5
Low Fat,FDQ10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.033151619,12.85000038,170.6421967,5
Low Fat,DRK13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.115071736,11.80000019,198.2084045,5
Low Fat,DRL37,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.053327762,15.5,44.47700119,5
Regular,FDL38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.014720848,13.80000019,89.91719818,5
Regular,FDV13,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.027587891,17.35000038,86.18560028,5
Regular,FDX04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.041536961,19.60000038,46.03760147,5
Regular,FDF53,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.08353699,20.75,180.3318024,5
Regular,FDD21,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,10.30000019,115.017601,5
Regular,FDO20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.152001202,12.85000038,252.3381958,5
Regular,FDC21,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.04292307,14.60000038,109.8254013,5
Regular,FDV19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.035227697,14.85000038,159.5578003,5
Regular,FDW43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.022406574,20.10000038,225.903595,5
Regular,FDO46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.014200671,9.600000381,187.1871948,5
Regular,FDT10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.061992873,16.70000076,60.95619965,5
Regular,FDB23,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.005583951,19.20000076,226.9062042,5
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.095545717,15.10000038,157.3603973,5
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021811986,12.14999962,163.6183929,5
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063432679,6.425000191,132.8625946,5
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154244348,13,77.99859619,5
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045168899,15.60000038,242.9853973,5
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045492698,19.10000038,40.31380081,5
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046043735,10,140.6179962,5
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039454926,18.60000038,244.0802002,5
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049520593,18.20000076,147.3733978,5
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036287516,20.5,121.2755966,5
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044430561,18.25,174.2079926,5
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046749111,7.269999981,100.4384003,5
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050256602,8.760000229,127.3336029,5
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035336286,10.60000038,87.0223999,5
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091857903,5.824999809,160.7893982,5
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11073903,8.274999619,103.3305969,5
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076866232,12.30000019,247.1459961,5
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034813557,16.35000038,128.4019928,5
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014280554,20.25,148.0417938,5
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123531975,12.64999962,108.2938004,5
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.025866641,18.5,88.91719818,5
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036184754,18.85000038,58.55619812,5
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009816092,9.06000042,211.8560028,5
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057062186,6.864999771,212.0218048,5
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07464812,9.5,253.372406,5
Low Fat,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100055628,10,113.3544006,5
Low Fat,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06714841,14.10000038,200.4084015,5
Low Fat,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057546914,15.85000038,55.89559937,5
Low Fat,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041112695,16,139.9496002,5
Low Fat,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156012625,21.25,177.3370056,5
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,7.96999979,172.0422058,5
Low Fat,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063146494,12.64999962,159.6578064,5
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114318267,12.80000019,142.2837982,5
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02928308,9.694999695,175.1369934,5
Regular,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030211741,13,59.3219986,5
Regular,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,14.5,41.04539871,5
Regular,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162093058,15,182.5265961,5
Regular,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.184041545,18.25,110.1569977,5
Regular,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011419301,6.114999771,91.04879761,5
Regular,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064077169,9.800000191,116.7491989,5
Regular,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014885998,20.35000038,234.4958038,5
Regular,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042153504,6.784999847,44.01119995,5
Regular,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009979271,14.85000038,155.7630005,5
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038685177,16.70000076,146.610199,5
Low Fat,FDI14,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.089243501,12.85764534,139.2496033,5
Low Fat,FDU25,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026552057,12.85764534,56.22460175,5
Low Fat,FDC53,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.008792907,12.85764534,96.73840332,5
Low Fat,FDD28,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053038776,12.85764534,59.5904007,5
Low Fat,FDO40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.032470107,12.85764534,148.9391937,5
Low Fat,FDT40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.09533143,12.85764534,125.5678024,5
Low Fat,FDD33,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.85764534,231.9642029,5
Low Fat,FDW20,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.024032485,12.85764534,124.9729996,5
Low Fat,DRN47,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.016745264,12.85764534,180.7660065,5
Low Fat,NCY53,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.058198143,12.85764534,110.4543991,5
Low Fat,NCE19,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.092564195,12.85764534,53.49560165,5
Low Fat,NCE55,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.129299313,12.85764534,178.2369995,5
Low Fat,NCG43,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.073879942,12.85764534,94.04620361,5
Low Fat,NCH06,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.076183669,12.85764534,245.6459961,5
Low Fat,NCM30,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.066969521,12.85764534,39.27959824,5
Low Fat,NCN42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.014153743,12.85764534,145.6417999,5
Low Fat,NCU42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.019412192,12.85764534,166.5473938,5
Low Fat,NCJ19,Others,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.11760772,12.85764534,55.25880051,5
Low Fat,FDD46,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.140571967,12.85764534,154.7998047,5
Low Fat,FDL33,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.099478453,12.85764534,194.4452057,5
Low Fat,FDP09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.033725742,12.85764534,211.6902008,5
Low Fat,DRL37,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053113721,12.85764534,44.3769989,5
Regular,FDE36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.85764534,165.5868073,5
Regular,FDG12,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.006295472,12.85764534,122.4097977,5
Regular,FDU24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.139484286,12.85764534,94.31199646,5
Regular,FDK25,Breakfast,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.156072363,12.85764534,169.3473969,5
Regular,FDB14,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.102226473,12.85764534,91.31199646,5
Regular,FDH50,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.160653681,12.85764534,185.226593,5
Regular,FDZ02,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.037962697,12.85764534,97.57260132,5
Regular,FDH05,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.090473391,12.85764534,229.7984009,5
